,date,Malicious_IP,customers,mitigation
228,2025-09-29 21:28:13,1.0.62.27,Customer_41,mitigation_3245
229,2025-09-29 20:24:45,1.0.63.83,Customer_41,mitigation_3245
230,2025-09-29 23:38:32,1.1.2.36,Customer_41,mitigation_3245
231,2025-09-29 23:47:32,1.1.2.168,Customer_41,mitigation_3245
232,2025-09-29 21:46:55,1.1.5.134,Customer_41,mitigation_3245
233,2025-09-29 22:07:25,1.1.10.178,Customer_41,mitigation_3245
234,2025-09-29 20:08:04,1.1.13.155,Customer_41,mitigation_3245
235,2025-09-29 21:02:43,1.1.13.178,Customer_41,mitigation_3245
236,2025-09-29 23:40:23,1.1.14.45,Customer_41,mitigation_3245
237,2025-09-29 20:56:40,1.1.15.149,Customer_41,mitigation_3245
238,2025-09-29 21:27:27,1.1.21.71,Customer_41,mitigation_3245
239,2025-09-29 22:14:23,1.1.23.56,Customer_41,mitigation_3245
240,2025-09-29 21:19:13,1.1.24.43,Customer_41,mitigation_3245
241,2025-09-29 22:36:23,1.1.30.238,Customer_41,mitigation_3245
242,2025-09-28 20:44:44,1.1.33.97,Customer_41,mitigation_3245
243,2025-09-29 21:22:20,1.1.33.178,Customer_41,mitigation_3245
244,2025-09-29 23:38:11,1.1.37.66,Customer_41,mitigation_3245
245,2025-09-29 20:43:28,1.1.39.44,Customer_41,mitigation_3245
246,2025-09-29 20:26:14,1.1.42.243,Customer_41,mitigation_3245
247,2025-09-29 22:09:59,1.1.44.69,Customer_41,mitigation_3245
248,2025-09-29 23:21:08,1.1.47.45,Customer_41,mitigation_3245
249,2025-09-29 22:26:40,1.1.47.250,Customer_41,mitigation_3245
250,2025-09-29 21:28:02,1.1.49.139,Customer_41,mitigation_3245
251,2025-09-29 20:06:36,1.1.50.224,Customer_41,mitigation_3245
252,2025-09-29 22:44:28,1.1.51.135,Customer_41,mitigation_3245
253,2025-09-29 22:40:48,1.1.51.165,Customer_41,mitigation_3245
254,2025-09-29 20:21:49,1.1.57.92,Customer_41,mitigation_3245
255,2025-09-29 20:08:48,1.1.61.18,Customer_41,mitigation_3245
256,2025-09-29 23:29:44,1.1.63.167,Customer_41,mitigation_3245
257,2025-09-29 21:55:08,1.2.0.49,Customer_41,mitigation_3245
258,2025-09-29 20:19:38,1.2.1.89,Customer_41,mitigation_3245
259,2025-09-29 21:58:04,1.2.5.182,Customer_41,mitigation_3245
260,2025-09-29 22:51:47,1.2.12.112,Customer_41,mitigation_3245
261,2025-09-29 21:52:23,1.2.14.14,Customer_41,mitigation_3245
262,2025-09-29 22:28:08,1.2.15.76,Customer_41,mitigation_3245
263,2025-09-29 22:59:08,1.2.20.185,Customer_41,mitigation_3245
264,2025-09-29 22:54:23,1.2.27.60,Customer_41,mitigation_3245
265,2025-09-29 23:38:54,1.2.27.96,Customer_41,mitigation_3245
266,2025-09-29 21:25:14,1.2.34.8,Customer_41,mitigation_3245
267,2025-09-29 22:05:13,1.2.36.13,Customer_41,mitigation_3245
268,2025-09-29 21:48:55,1.2.51.18,Customer_41,mitigation_3245
269,2025-09-29 21:07:29,1.2.51.86,Customer_41,mitigation_3245
270,2025-09-29 21:31:08,1.2.61.11,Customer_41,mitigation_3245
271,2025-09-29 21:14:27,1.2.72.181,Customer_41,mitigation_3245
272,2025-09-29 21:21:58,1.2.72.189,Customer_41,mitigation_3245
273,2025-09-29 21:36:27,1.2.74.11,Customer_41,mitigation_3245
274,2025-09-29 21:22:53,1.2.75.198,Customer_41,mitigation_3245
275,2025-09-29 22:27:46,1.2.89.14,Customer_41,mitigation_3245
276,2025-09-29 23:19:06,1.2.94.22,Customer_41,mitigation_3245
277,2025-09-29 20:01:19,1.2.95.219,Customer_41,mitigation_3245
278,2025-09-29 23:55:36,1.2.100.172,Customer_41,mitigation_3245
279,2025-09-29 22:28:19,1.2.103.238,Customer_41,mitigation_3245
280,2025-09-29 23:30:39,1.2.107.95,Customer_41,mitigation_3245
281,2025-09-29 23:48:04,1.2.107.203,Customer_41,mitigation_3245
282,2025-09-29 22:20:59,1.2.108.34,Customer_41,mitigation_3245
283,2025-09-29 21:46:20,1.2.109.37,Customer_41,mitigation_3245
284,2025-09-29 22:25:03,1.2.110.52,Customer_41,mitigation_3245
285,2025-09-29 01:46:52,1.2.112.146,Customer_41,mitigation_3245
286,2025-09-29 23:27:22,1.2.116.156,Customer_41,mitigation_3245
287,2025-09-29 22:18:37,1.2.117.99,Customer_41,mitigation_3245
288,2025-09-29 21:07:30,1.2.118.198,Customer_41,mitigation_3245
289,2025-09-29 22:14:01,1.2.119.20,Customer_41,mitigation_3245
290,2025-09-29 23:57:58,1.2.123.203,Customer_41,mitigation_3245
291,2025-09-29 23:05:32,1.3.1.205,Customer_41,mitigation_3245
292,2025-09-29 20:22:55,1.3.7.125,Customer_41,mitigation_3245
293,2025-09-29 22:13:08,1.3.9.221,Customer_41,mitigation_3245
294,2025-09-29 22:56:11,1.3.10.104,Customer_41,mitigation_3245
295,2025-09-29 20:36:19,1.3.17.129,Customer_41,mitigation_3245
296,2025-09-29 20:33:55,1.3.20.32,Customer_41,mitigation_3245
297,2025-09-29 20:46:12,1.3.22.71,Customer_41,mitigation_3245
298,2025-09-29 20:48:47,1.3.23.55,Customer_41,mitigation_3245
299,2025-09-29 20:15:46,1.3.39.202,Customer_41,mitigation_3245
300,2025-09-29 22:52:42,1.3.47.204,Customer_41,mitigation_3245
301,2025-09-29 20:24:56,1.3.49.78,Customer_41,mitigation_3245
302,2025-09-29 21:02:31,1.3.50.108,Customer_41,mitigation_3245
303,2025-09-29 22:26:53,1.3.53.195,Customer_41,mitigation_3245
304,2025-09-29 22:38:58,1.3.61.76,Customer_41,mitigation_3245
305,2025-09-29 22:38:25,1.3.61.88,Customer_41,mitigation_3245
306,2025-09-29 23:55:24,1.3.68.125,Customer_41,mitigation_3245
307,2025-09-29 20:11:11,1.3.69.132,Customer_41,mitigation_3245
308,2025-09-29 21:50:01,1.3.70.207,Customer_41,mitigation_3245
309,2025-09-29 22:23:22,1.3.76.56,Customer_41,mitigation_3245
310,2025-09-29 22:29:47,1.3.78.78,Customer_41,mitigation_3245
311,2025-09-29 23:18:11,1.3.81.29,Customer_41,mitigation_3245
312,2025-09-29 20:02:35,1.3.87.134,Customer_41,mitigation_3245
313,2025-09-29 20:38:30,1.3.92.224,Customer_41,mitigation_3245
314,2025-09-29 21:34:03,1.3.99.55,Customer_41,mitigation_3245
315,2025-09-29 22:01:45,1.3.100.101,Customer_41,mitigation_3245
316,2025-09-29 23:31:25,1.3.118.205,Customer_41,mitigation_3245
317,2025-09-29 20:26:01,1.3.122.54,Customer_41,mitigation_3245
318,2025-09-29 22:37:18,1.3.124.60,Customer_41,mitigation_3245
319,2025-09-29 22:09:59,1.3.127.95,Customer_41,mitigation_3245
320,2025-09-29 22:24:52,1.3.128.142,Customer_41,mitigation_3245
321,2025-09-29 21:37:21,1.3.128.146,Customer_41,mitigation_3245
322,2025-09-29 20:51:54,1.3.131.118,Customer_41,mitigation_3245
323,2025-09-29 21:36:59,1.3.131.252,Customer_41,mitigation_3245
324,2025-09-29 20:53:33,1.3.132.117,Customer_41,mitigation_3245
325,2025-09-29 20:36:52,1.3.136.7,Customer_41,mitigation_3245
326,2025-09-29 23:51:55,1.3.136.80,Customer_41,mitigation_3245
327,2025-09-29 22:18:37,1.3.141.1,Customer_41,mitigation_3245
328,2025-09-29 20:55:11,1.3.141.45,Customer_41,mitigation_3245
329,2025-09-29 20:03:51,1.3.142.205,Customer_41,mitigation_3245
330,2025-09-29 23:09:12,1.3.142.215,Customer_41,mitigation_3245
331,2025-09-29 23:18:01,1.3.144.28,Customer_41,mitigation_3245
332,2025-09-29 20:05:52,1.3.144.133,Customer_41,mitigation_3245
333,2025-09-29 20:00:46,1.3.145.90,Customer_41,mitigation_3245
334,2025-09-29 22:23:24,1.3.148.165,Customer_41,mitigation_3245
335,2025-09-29 22:49:03,1.3.154.248,Customer_41,mitigation_3245
336,2025-09-29 22:32:00,1.3.156.237,Customer_41,mitigation_3245
337,2025-09-29 21:33:42,1.3.165.230,Customer_41,mitigation_3245
338,2025-09-29 22:38:14,1.3.165.245,Customer_41,mitigation_3245
339,2025-09-29 20:32:05,1.3.170.88,Customer_41,mitigation_3245
340,2025-09-29 20:49:08,1.3.176.167,Customer_41,mitigation_3245
341,2025-09-29 23:33:03,1.3.179.175,Customer_41,mitigation_3245
342,2025-09-29 21:46:54,1.3.181.173,Customer_41,mitigation_3245
343,2025-09-29 21:56:38,1.3.182.68,Customer_41,mitigation_3245
344,2025-09-29 20:44:33,1.3.186.49,Customer_41,mitigation_3245
345,2025-09-29 22:53:39,1.3.196.52,Customer_41,mitigation_3245
346,2025-09-29 21:04:11,1.3.199.22,Customer_41,mitigation_3245
347,2025-09-29 21:40:28,1.3.203.162,Customer_41,mitigation_3245
348,2025-09-29 23:01:43,1.3.209.245,Customer_41,mitigation_3245
349,2025-09-29 22:55:05,1.3.213.9,Customer_41,mitigation_3245
350,2025-09-29 22:22:27,1.3.216.161,Customer_41,mitigation_3245
351,2025-09-29 21:13:54,1.3.217.242,Customer_41,mitigation_3245
352,2025-09-29 20:29:54,1.3.219.201,Customer_41,mitigation_3245
353,2025-09-29 18:07:26,1.3.229.225,Customer_41,mitigation_3245
354,2025-09-29 21:35:41,1.3.232.248,Customer_41,mitigation_3245
355,2025-09-29 21:44:30,1.3.233.30,Customer_41,mitigation_3245
356,2025-09-29 20:54:06,1.3.234.210,Customer_41,mitigation_3245
357,2025-09-29 20:47:08,1.3.236.205,Customer_41,mitigation_3245
358,2025-09-29 22:48:51,1.3.238.74,Customer_41,mitigation_3245
359,2025-09-29 22:27:36,1.3.238.209,Customer_41,mitigation_3245
360,2025-09-29 22:33:27,1.3.239.132,Customer_41,mitigation_3245
361,2025-09-29 19:57:15,1.3.240.1,Customer_41,mitigation_3245
362,2025-09-29 21:34:26,1.3.244.255,Customer_41,mitigation_3245
363,2025-09-29 23:21:31,1.3.247.187,Customer_41,mitigation_3245
364,2025-09-29 22:06:29,1.3.248.176,Customer_41,mitigation_3245
365,2025-09-29 20:53:55,1.3.254.199,Customer_41,mitigation_3245
366,2025-09-29 22:02:17,1.4.1.77,Customer_41,mitigation_3245
367,2025-09-29 21:35:33,1.4.2.18,Customer_41,mitigation_3245
368,2025-09-29 21:17:55,1.4.17.42,Customer_41,mitigation_3245
369,2025-09-29 21:33:53,1.4.17.71,Customer_41,mitigation_3245
370,2025-09-29 23:15:06,1.4.24.113,Customer_41,mitigation_3245
371,2025-09-29 21:19:14,1.4.24.146,Customer_41,mitigation_3245
372,2025-09-29 20:55:12,1.4.24.155,Customer_41,mitigation_3245
373,2025-09-29 20:18:54,1.4.26.91,Customer_41,mitigation_3245
374,2025-09-29 21:06:00,1.4.31.89,Customer_41,mitigation_3245
